Population Size, 100
GA Iterations, 100
IPD Iterations, 100
Selection Rate, 0.15
Mutation Rate, 0.05
Fitness Weights, 0, 0, 0, 1, 0, 0

Rank, Strategy, Fitness, Average Score, Average Diversity, Relative Average Score, Relative Average Diversity, Niceness, Forgiveness, Retaliation, Non-Envy
20, 0010000000110010001000000011001100000010001111100000000000100100, 1, 0.0579232, 0.339596, 0.659213, 0.562319, 0.75, 1, 0.394737, 0.8
21, 0010000000110010001000000100001100100100110011000010010000000110, 1, 0.0516465, 0.39899, 0.757617, 0.988406, 0.625, 1, 0.394737, 0.85
22, 0000000001000010000000100110010000000110100000000000001000000000, 1, 0.0661394, 0.287879, 0.530405, 0.191304, 0.875, 1, 0.236842, 0.9
23, 0000000001000010000000100110010000000110100000000000001000000000, 1, 0.0624828, 0.287879, 0.58773, 0.191304, 0.875, 1, 0.236842, 0.9
24, 0000001000000000001000000011001000000000001000100000000000100010, 1, 0.049303, 0.280202, 0.794356, 0.136232, 1, 1, 0.236842, 0.8
25, 0000000010000000000000000000010000000000000001000010000000100110, 1, 0.0649333, 0.3, 0.549313, 0.278261, 0.75, 1, 0.131579, 0.95
26, 0000000000100000000000100000000000100000001100100000000000100010, 1, 0.0623212, 0.272121, 0.590264, 0.0782609, 1, 1, 0.210526, 1
27, 0000000001000000000000000100001000000010011001000000011010000000, 1, 0.0546343, 0.29798, 0.710775, 0.263768, 0.875, 1, 0.236842, 0.8
28, 0000000000100010000000110010001000000011001100000010001111100000, 1, 0.0431253, 0.317778, 0.891208, 0.405797, 0.75, 1, 0.368421, 0.8
29, 0010000000000000000000100001000000010011001000000010010000000011, 1, 0.0999717, 0.316566, 0, 0.397101, 0.75, 1, 0.236842, 0.85
30, 0000000001000000000000000100001000000010011001000000011010000000, 1, 0.0568242, 0.29798, 0.676443, 0.263768, 0.875, 1, 0.236842, 0.8
31, 0010000000110010001000000011001000100000001100110000000000000010, 1, 0.0546949, 0.313333, 0.709825, 0.373913, 1, 1, 0.368421, 0.85
32, 0010000000100000000000000000001000010000000100110010000000100100, 1, 0.0494283, 0.293535, 0.792392, 0.231884, 0.875, 1, 0.236842, 0.95
33, 0000000001000010000000100110010000000110100001000000000000000000, 1, 0.0548384, 0.297172, 0.707576, 0.257971, 0.875, 1, 0.236842, 0.9
34, 0010000000110010000000110010001000000000011000010000000110010001, 1, 0.0596283, 0.345253, 0.632482, 0.602899, 0.625, 1, 0.315789, 0.9
35, 0000000001000010000000100110010000000110100000000000000000000010, 1, 0.0692263, 0.291515, 0.482011, 0.217391, 0.875, 1, 0.236842, 0.95
36, 0000001000100000000000000000001000010000000100110010000000100100, 1, 0.060604, 0.299192, 0.617185, 0.272464, 0.875, 1, 0.236842, 0.9
37, 0000000001000000000000000100001000000010011001000000011010000000, 1, 0.0530848, 0.29798, 0.735067, 0.263768, 0.875, 1, 0.236842, 0.8
38, 0000001000000000000000100001000000010011001000000000000000100000, 1, 0.0740222, 0.286263, 0.406822, 0.17971, 1, 1, 0.210526, 0.85
39, 0000000001000000000000000100001000000010011001000000011010000000, 1, 0.054901, 0.29798, 0.706594, 0.263768, 0.875, 1, 0.236842, 0.8
40, 0000001000000000000000100001000000010011001000000000010000100000, 1, 0.0668101, 0.296768, 0.51989, 0.255072, 0.875, 1, 0.210526, 0.85
41, 0010000000000010000000000000001000010000000100110010000000000010, 1, 0.0709939, 0.28101, 0.454298, 0.142029, 1, 1, 0.236842, 0.95
42, 0000000010000000000000001000010000000100110010000000000001000000, 1, 0.0693354, 0.337172, 0.4803, 0.544928, 0.875, 1, 0.184211, 0.9
43, 0000000000100000000000000010000100000001001100100000001000000000, 1, 0.0566808, 0.261212, 0.678691, 0, 0.875, 1, 0.184211, 0.9
44, 0000000000000000000001000100000000000100010000000000010000100000, 1, 0.0547374, 0.291515, 0.709159, 0.217391, 0.75, 1, 0.105263, 1
45, 0000000000000010001000000011001000100000001100110000001000000011, 1, 0.0675131, 0.310101, 0.508868, 0.350725, 0.875, 1, 0.315789, 0.75
46, 0010000000110010001000000000011000010000000001000010000000100110, 1, 0.0564848, 0.331111, 0.681763, 0.501449, 0.75, 1, 0.289474, 0.85
47, 0010000000110010001000000011001100000000000000100000000000100000, 1, 0.0813838, 0.293535, 0.291411, 0.231884, 0.875, 1, 0.263158, 0.85
48, 0000000001000010000000100110010000000100100000000000010000000110, 1, 0.0606929, 0.312525, 0.615791, 0.368116, 0.625, 1, 0.210526, 0.95
49, 0000001001000000000000000010001000000011001000100000001100110000, 1, 0.036901, 0.295556, 0.988788, 0.246377, 0.875, 1, 0.289474, 0.75
50, 0010000000110010001000000011001100000010000000110010000000000010, 1, 0.0525475, 0.314949, 0.743491, 0.385507, 0.875, 1, 0.342105, 0.85
51, 0000000000010000000000000001000010000000100110010000000110100000, 1, 0.0646889, 0.331111, 0.553145, 0.501449, 0.875, 1, 0.236842, 0.95
52, 0000000000110000000000000010000100000001001100100000001101000000, 1, 0.0582283, 0.292727, 0.654431, 0.226087, 0.75, 1, 0.236842, 0.85
53, 0000000000000010000000000000001000010000000100110010000000110100, 1, 0.0651859, 0.294343, 0.545354, 0.237681, 0.875, 1, 0.236842, 0.95
54, 0000001001000000001000000011001000100000001100110000001000000011, 1, 0.0705556, 0.331515, 0.461171, 0.504348, 0.875, 1, 0.342105, 0.65
55, 0010001000000000000000000010000100000001001100100000001001000000, 1, 0.0481939, 0.290303, 0.811744, 0.208696, 0.875, 1, 0.236842, 0.8
56, 0000000001000010000000100110010000000110100000000000000001000010, 1, 0.0574889, 0.302424, 0.666023, 0.295652, 0.875, 1, 0.263158, 0.9
57, 0000000000100000000000000000001000010000000100110010000000100100, 1, 0.0673879, 0.285455, 0.510832, 0.173913, 0.875, 1, 0.210526, 0.95
58, 0010000000000010001000000000001000010000000100110010001000000011, 1, 0.0757394, 0.312121, 0.379901, 0.365217, 0.875, 1, 0.289474, 0.8
59, 0000001000000000000000000010000100000001001100100000001001000000, 1, 0.0465657, 0.282222, 0.837271, 0.150725, 0.875, 1, 0.210526, 0.8
60, 0010000000110010001000000011001100000010000000110010001000000011, 1, 0.0687111, 0.333939, 0.490087, 0.521739, 0.75, 1, 0.368421, 0.75
61, 0000000000100000000000100000001100100000000000100010000000000010, 1, 0.0543313, 0.285859, 0.715525, 0.176812, 0.875, 1, 0.184211, 0.95
62, 0010000000110010001000000011001100000010001111100000000000000100, 1, 0.0574788, 0.335556, 0.666181, 0.533333, 0.75, 1, 0.368421, 0.8
63, 0000001000100000000000100001000000010011001000000000010000000000, 1, 0.0732182, 0.296364, 0.419427, 0.252174, 0.875, 1, 0.210526, 0.85
64, 0000000000010000000000000001000010000000100110010000000110100000, 1, 0.0607556, 0.331111, 0.61481, 0.501449, 0.875, 1, 0.236842, 0.95
65, 0000000001000010000000100110010000000110100000000010000000110010, 1, 0.0526848, 0.314545, 0.741338, 0.382609, 0.875, 1, 0.315789, 0.95
66, 0000000000100000000000000010000100000001001100100000001101000000, 1, 0.0441051, 0.282222, 0.875847, 0.150725, 0.75, 1, 0.210526, 0.85
67, 0000000001000010000000100110010000000110100000000000001000000000, 1, 0.0787657, 0.287879, 0.332457, 0.191304, 0.875, 1, 0.236842, 0.9
68, 0000000000100000000000000010000100000001001100100000001101000000, 1, 0.0416929, 0.282222, 0.913663, 0.150725, 0.75, 1, 0.210526, 0.85
69, 0010000000110010001000000011010000110011100100100000000110010001, 1, 0.0780586, 0.390101, 0.343542, 0.924638, 0.625, 1, 0.421053, 0.8
70, 0000000000000010000000000000001000010000000100110010000000110100, 1, 0.0832485, 0.294343, 0.262178, 0.237681, 0.875, 1, 0.236842, 0.95
71, 0010000000000000000000000110000000000000010000100000001001100100, 1, 0.0537859, 0.289091, 0.724077, 0.2, 0.875, 1, 0.210526, 0.9
72, 0000000001000010000000100110010000000110100000000010000000110010, 1, 0.0520768, 0.314545, 0.750871, 0.382609, 0.875, 1, 0.315789, 0.95
73, 0010000000110010000000000010001000000011001000100000001100110000, 1, 0.036396, 0.296364, 0.996706, 0.252174, 0.875, 1, 0.342105, 0.85
74, 0010000000000000000000100001000000010011001000000010010000000000, 1, 0.0648485, 0.293939, 0.550643, 0.234783, 0.875, 1, 0.210526, 0.9
75, 0000000001000010000000100110010000000110100000000010000000110010, 1, 0.0482283, 0.314545, 0.811205, 0.382609, 0.875, 1, 0.315789, 0.95
76, 0010000000110010000000000010000000000000001000010000000100110010, 1, 0.0552121, 0.290707, 0.701717, 0.211594, 0.875, 1, 0.263158, 1
77, 0000000001000010000000100110010000000110100001000000011001000100, 1, 0.0701414, 0.334747, 0.467663, 0.527536, 0.625, 1, 0.289474, 0.8
78, 0000000000010000000000000000000010000000100110010000000110100000, 1, 0.0646101, 0.320202, 0.55438, 0.423188, 0.875, 1, 0.210526, 1
79, 0000000000100000000000000010000100000001001100100000001101000000, 1, 0.0484343, 0.282222, 0.807975, 0.150725, 0.75, 1, 0.210526, 0.85
80, 0000001000000000000000000100001000000010011001000000011010000000, 1, 0.066903, 0.303636, 0.518433, 0.304348, 0.875, 1, 0.236842, 0.8
81, 0010000000000010000000110010001000000011001100000010001111100000, 1, 0.0435798, 0.322222, 0.884082, 0.437681, 0.75, 1, 0.368421, 0.8
82, 0000000000000010001000000000001000010000000100110010000000100100, 1, 0.0720687, 0.294343, 0.437449, 0.237681, 0.875, 1, 0.236842, 0.9
83, 0000000000100000000000000000000100000001001100100000001101000000, 1, 0.0537919, 0.283434, 0.723982, 0.15942, 0.75, 1, 0.184211, 0.85
84, 0010000000000010000000000000001000010000000100110010000000110100, 1, 0.0667111, 0.302424, 0.521442, 0.295652, 0.875, 1, 0.263158, 0.95
85, 0000000001000000000001000100000000000000010000000000010000100000, 1, 0.0613192, 0.287879, 0.605973, 0.191304, 0.75, 1, 0.105263, 0.95
86, 0000000001000010000000110010001000000011001100000010001111100000, 1, 0.0361859, 0.322222, 1, 0.437681, 0.75, 1, 0.368421, 0.75
87, 0000001000100000000000100001000000010011001000000010010000000000, 7.75, 7.75, 32, 9.16223e-72, 1.39804e-76, 1.48441e-76, 1.39804e-76, 1.39804e-76, 1.39804e-76
88, 0000000001000010000000100110010000000110100000000000000001000010, 7.75, 7.75, 32, 0, 0, 0, 0, 0, 0
89, 0010000000000010001000000000001000010000000100110010000000000001, 7.75, 7.75, 32, 0, 0, 0, 0, 0, 0
90, 0000001001000000000000000100001000000010011001000000011010000000, 7.75, 7.75, 32, 0, 0, 0, 0, 0, 0
91, 0010000000000010001000000011001000100000001100110000001000000000, 7.75, 7.75, 32, 0.00435556, 0.0286869, 1, 0, 0.875, 0.684211
92, 0000001000100000000000100001000000010011001000000000010000100000, 7.75, 7.75, 32, 0.0114808, 0.0311111, 0, 0.75, 0.75, 0.473684
93, 0000000000100001000000010011001000000010010000000000001001000000, 7.75, 7.75, 32, 0.0067899, 0.0290909, 0.65835, 0.125, 0.75, 0.578947
94, 0010000000000000001000010000000110110010000000110100000000010000, 7.75, 7.75, 32, 0.00765051, 0.0311111, 0.537567, 0.75, 0.75, 0.526316
95, 0000010000100000001001100100000000000000010000000000000001000010, 7.75, 7.75, 32, 0.00718788, 0.0367677, 0, 0.142857, 0.75, 0.947368
96, 0100000000000010000000000000001000010000000100110010000000000100, 7.75, 7.75, 32, 0.00412929, 0.0408081, 0.832783, 0.857143, 0.875, 0.947368
97, 0100000000010000000000010000000000110000000000000010000100000001, 7.75, 7.75, 32, 0.00701818, 0.0359596, 0.0462046, 0, 0.875, 0.894737
98, 0000000100110010000000110100000000000001001000000000000000100001, 7.75, 7.75, 32, 0.00614949, 0.0416162, 0.282728, 1, 0.5, 0.842105
99, 0000001001100100000001101000000000000000010000100000001001100100, 7.75, 7.75, 32, 0.00564848, 0.0383838, 0.419142, 0.428571, 0.875, 0.789474
100, 0000011010000000001000000000001000000000001000000000000000100001, 7.75, 7.75, 32, 0.00606465, 0.0383838, 0.305831, 0.428571, 0.625, 0.736842
