Population Size, 100
GA Iterations, 100
IPD Iterations, 100
Selection Rate, 0.15
Mutation Rate, 0.05
Fitness Weights, 1, 0, 0, 0, 0, 0

Generation, Selected, Fitness Mean, Fitness SD, Score Mean, Score SD, Diversity Mean, Diversity SD, Relative Score Mean, Relative Diversity Mean, Niceness Mean, Forgiveness Mean, Retaliation Mean, Non-Envy Mean, All-Coop Prop, All-Defect Prop, Mixed Prop
17, 12, 0.470102, 0.196989, 0.178156, 0.011197, 0.573402, 0.0247202, 0.470102, 0.478172, 0.43375, 0.354211, 0.629737, 0.4055, 0.121356, 0.596525, 0.282119
18, 14, 0.69363, 0.147657, 0.181678, 0.0115996, 0.570279, 0.0232442, 0.69363, 0.508592, 0.45, 0.338421, 0.634737, 0.4025, 0.10179, 0.635327, 0.262883
19, 16, 0.662866, 0.138124, 0.181824, 0.0109436, 0.565156, 0.0249234, 0.662866, 0.454065, 0.44375, 0.326316, 0.636842, 0.3935, 0.100976, 0.656679, 0.242345
20, 10, 0.480525, 0.196927, 0.18467, 0.0109197, 0.554376, 0.0258236, 0.480525, 0.441682, 0.43875, 0.318947, 0.641579, 0.38, 0.0851677, 0.706026, 0.208806
21, 16, 0.648236, 0.160266, 0.18628, 0.0109959, 0.559681, 0.026516, 0.648236, 0.454778, 0.42, 0.317368, 0.638684, 0.383, 0.0762222, 0.710279, 0.213499
22, 7, 0.698183, 0.17957, 0.186243, 0.0112255, 0.550137, 0.0275796, 0.698183, 0.404395, 0.4125, 0.314737, 0.650526, 0.3765, 0.0764263, 0.744487, 0.179087
23, 18, 0.703203, 0.160306, 0.18763, 0.0111985, 0.550529, 0.0270349, 0.703203, 0.405868, 0.41625, 0.315789, 0.652895, 0.373, 0.0687212, 0.753473, 0.177806
24, 10, 0.645621, 0.198351, 0.187512, 0.00955091, 0.544663, 0.0284952, 0.645621, 0.410435, 0.42, 0.310526, 0.650789, 0.3775, 0.0693758, 0.753943, 0.176681
25, 12, 0.586574, 0.174305, 0.187844, 0.0102759, 0.540796, 0.0294625, 0.586574, 0.415065, 0.415, 0.302105, 0.650263, 0.3685, 0.0675354, 0.777681, 0.154784
26, 18, 0.68769, 0.168653, 0.188233, 0.00884491, 0.538206, 0.0306784, 0.68769, 0.427215, 0.415, 0.297895, 0.654474, 0.3655, 0.0653697, 0.782467, 0.152164
27, 15, 0.578116, 0.198912, 0.187121, 0.00854479, 0.531531, 0.03186, 0.578116, 0.405467, 0.41125, 0.3, 0.656053, 0.3685, 0.0715495, 0.788, 0.140451
28, 16, 0.636652, 0.158171, 0.187172, 0.00990789, 0.528525, 0.0313563, 0.636652, 0.416905, 0.40625, 0.308421, 0.663684, 0.3645, 0.0712646, 0.795784, 0.132952
29, 22, 0.671702, 0.186655, 0.186354, 0.0128313, 0.524687, 0.0356504, 0.671702, 0.414059, 0.4175, 0.312105, 0.665, 0.3645, 0.0758101, 0.767687, 0.156503
30, 11, 0.714569, 0.174492, 0.186937, 0.0108555, 0.525669, 0.0370446, 0.714569, 0.407435, 0.40125, 0.301579, 0.660526, 0.3665, 0.0725717, 0.793879, 0.133549
31, 15, 0.638978, 0.190117, 0.186076, 0.00966987, 0.520109, 0.0348282, 0.638978, 0.412193, 0.405, 0.296316, 0.663158, 0.365, 0.0773576, 0.806135, 0.116507
32, 15, 0.653134, 0.187714, 0.187259, 0.010573, 0.516428, 0.0343237, 0.653134, 0.45875, 0.40875, 0.301053, 0.672368, 0.368, 0.0707859, 0.811131, 0.118083
33, 14, 0.623889, 0.156795, 0.185792, 0.00798134, 0.511564, 0.0390444, 0.623889, 0.383136, 0.4175, 0.296842, 0.67, 0.37, 0.0789354, 0.819333, 0.101731
34, 16, 0.706708, 0.183733, 0.185589, 0.0171514, 0.518554, 0.0396302, 0.706708, 0.445148, 0.4, 0.309474, 0.673421, 0.3605, 0.0800626, 0.771253, 0.148685
35, 11, 0.743639, 0.17347, 0.183108, 0.0137255, 0.504695, 0.0430419, 0.743639, 0.493455, 0.43125, 0.322632, 0.676579, 0.3805, 0.0938424, 0.77404, 0.132117
36, 17, 0.541116, 0.209513, 0.182946, 0.00997662, 0.501277, 0.0428481, 0.541116, 0.499187, 0.43125, 0.316316, 0.679474, 0.3795, 0.0947434, 0.808937, 0.0963192
37, 23, 0.618208, 0.160796, 0.183417, 0.0112671, 0.482481, 0.0495552, 0.618208, 0.425602, 0.44125, 0.322105, 0.687895, 0.39, 0.0921273, 0.801398, 0.106475
38, 17, 0.703912, 0.181727, 0.180585, 0.0157108, 0.487511, 0.0538623, 0.703912, 0.389808, 0.44625, 0.334211, 0.691579, 0.393, 0.107859, 0.776459, 0.115683
39, 15, 0.66341, 0.187735, 0.18062, 0.0113407, 0.468905, 0.0534841, 0.66341, 0.37869, 0.46, 0.323684, 0.696053, 0.386, 0.107669, 0.801036, 0.0912949
40, 24, 0.740586, 0.168446, 0.179603, 0.0141117, 0.463059, 0.0577105, 0.740586, 0.321942, 0.46625, 0.329474, 0.699474, 0.3835, 0.113315, 0.787432, 0.0992525
41, 11, 0.658555, 0.181822, 0.177003, 0.0121468, 0.432234, 0.0606993, 0.658555, 0.340377, 0.4925, 0.323158, 0.709737, 0.3735, 0.127764, 0.806653, 0.0655838
42, 20, 0.792261, 0.15325, 0.176544, 0.0179974, 0.436032, 0.066094, 0.792261, 0.290489, 0.4875, 0.332632, 0.711579, 0.376, 0.130311, 0.780107, 0.0895818
43, 12, 0.730488, 0.207141, 0.175355, 0.0196813, 0.427479, 0.0683812, 0.730488, 0.259934, 0.49625, 0.348947, 0.723684, 0.3765, 0.136917, 0.742596, 0.120487
44, 17, 0.668034, 0.152052, 0.173469, 0.0142604, 0.407887, 0.0640113, 0.668034, 0.256953, 0.505, 0.338947, 0.723158, 0.3825, 0.147394, 0.778545, 0.0740606
45, 18, 0.672409, 0.171347, 0.170007, 0.0104532, 0.37876, 0.0546322, 0.672409, 0.253785, 0.53125, 0.34, 0.732105, 0.3795, 0.166626, 0.78163, 0.0517434
46, 13, 0.652421, 0.166137, 0.168925, 0.00873477, 0.359749, 0.051569, 0.652421, 0.225159, 0.5375, 0.344211, 0.74, 0.3775, 0.17264, 0.788949, 0.0384101
47, 17, 0.583917, 0.189876, 0.168036, 0.00854786, 0.354844, 0.052078, 0.583917, 0.222081, 0.53875, 0.338947, 0.739737, 0.3775, 0.177576, 0.784875, 0.0375495
48, 18, 0.706601, 0.138728, 0.170466, 0.0152049, 0.375786, 0.0756796, 0.706601, 0.200207, 0.52375, 0.334211, 0.737632, 0.375, 0.164077, 0.776636, 0.0592869
49, 15, 0.720854, 0.159416, 0.169152, 0.0159039, 0.360186, 0.0645328, 0.720854, 0.173844, 0.5375, 0.335789, 0.736316, 0.378, 0.17138, 0.764592, 0.0640283
50, 17, 0.796561, 0.118608, 0.165681, 0.01428, 0.340469, 0.0582064, 0.796561, 0.149274, 0.53, 0.345789, 0.744211, 0.382, 0.190661, 0.75784, 0.051499
51, 16, 0.714479, 0.129923, 0.166535, 0.0152595, 0.338659, 0.0559179, 0.714479, 0.148493, 0.53375, 0.356316, 0.748947, 0.3875, 0.185919, 0.754539, 0.0595414
52, 14, 0.806538, 0.139849, 0.163543, 0.0164753, 0.351265, 0.0619437, 0.806538, 0.16011, 0.5275, 0.351053, 0.737368, 0.3845, 0.202539, 0.720711, 0.0767495
53, 9, 0.706712, 0.153888, 0.166552, 0.013073, 0.346509, 0.0627349, 0.706712, 0.151025, 0.5325, 0.345789, 0.743947, 0.375, 0.185824, 0.767398, 0.0467778
54, 10, 0.666973, 0.169063, 0.168148, 0.0108744, 0.339717, 0.0557715, 0.666973, 0.14653, 0.535, 0.347368, 0.744474, 0.3755, 0.176956, 0.776683, 0.0463616
55, 15, 0.811793, 0.118421, 0.165973, 0.0130057, 0.331693, 0.0484204, 0.811793, 0.14468, 0.53375, 0.350526, 0.745789, 0.3795, 0.189038, 0.757996, 0.0529657
56, 20, 0.593398, 0.167768, 0.165403, 0.010239, 0.325939, 0.0466001, 0.593398, 0.158119, 0.54125, 0.346842, 0.749474, 0.3735, 0.192206, 0.774313, 0.0334808
57, 14, 0.783778, 0.147229, 0.165094, 0.0159962, 0.327184, 0.0487199, 0.783778, 0.141971, 0.55125, 0.35, 0.745263, 0.3735, 0.193921, 0.753465, 0.0526141
58, 13, 0.751742, 0.117428, 0.165114, 0.0130983, 0.318622, 0.0445848, 0.751742, 0.149731, 0.5525, 0.349474, 0.747895, 0.367, 0.193812, 0.774115, 0.0320727
59, 21, 0.784302, 0.118165, 0.164127, 0.0134887, 0.313584, 0.0363842, 0.784302, 0.197571, 0.55625, 0.354737, 0.746842, 0.3695, 0.199293, 0.755758, 0.0449495
60, 8, 0.682388, 0.151389, 0.166116, 0.0174477, 0.355261, 0.081076, 0.682388, 0.178357, 0.52625, 0.351579, 0.735789, 0.374, 0.188244, 0.734299, 0.0774566
61, 12, 0.623342, 0.189932, 0.163075, 0.0120144, 0.335014, 0.0674712, 0.623342, 0.160792, 0.5375, 0.348421, 0.738158, 0.3715, 0.205141, 0.742212, 0.0526465
62, 14, 0.688585, 0.16011, 0.161426, 0.0115062, 0.32061, 0.0562556, 0.688585, 0.136421, 0.555, 0.356316, 0.744211, 0.3735, 0.214299, 0.742618, 0.0430828
63, 17, 0.769823, 0.127543, 0.160515, 0.0101921, 0.302392, 0.0319807, 0.769823, 0.217201, 0.5675, 0.363684, 0.745, 0.3755, 0.219362, 0.744826, 0.0358121
64, 18, 0.804826, 0.164241, 0.164081, 0.0138912, 0.330024, 0.0675133, 0.804826, 0.163811, 0.5625, 0.358947, 0.739737, 0.367, 0.199549, 0.760752, 0.039699
65, 18, 0.781006, 0.165755, 0.162941, 0.0199968, 0.335648, 0.0671019, 0.781006, 0.152291, 0.5625, 0.366316, 0.736053, 0.3685, 0.205885, 0.722297, 0.0718182
66, 15, 0.793556, 0.135479, 0.159621, 0.0149525, 0.319737, 0.0532305, 0.793556, 0.156648, 0.5725, 0.366316, 0.734474, 0.37, 0.224327, 0.732152, 0.0435212
67, 16, 0.623763, 0.202012, 0.160797, 0.0100374, 0.314756, 0.033419, 0.623763, 0.248604, 0.5775, 0.370526, 0.732105, 0.3755, 0.217794, 0.737824, 0.0443818
68, 11, 0.828733, 0.152415, 0.161394, 0.0186272, 0.333111, 0.06359, 0.828733, 0.137981, 0.57625, 0.374211, 0.721579, 0.3805, 0.214479, 0.71283, 0.0726909
69, 9, 0.57681, 0.175254, 0.15774, 0.010203, 0.30642, 0.0268349, 0.57681, 0.347766, 0.58875, 0.37, 0.722632, 0.374, 0.234776, 0.722725, 0.042499
70, 21, 0.627236, 0.169134, 0.156687, 0.01263, 0.318966, 0.0571997, 0.627236, 0.137632, 0.57625, 0.369474, 0.718947, 0.3755, 0.24063, 0.707554, 0.0518162
71, 14, 0.684739, 0.179556, 0.162614, 0.0227739, 0.352651, 0.0878492, 0.684739, 0.174794, 0.555, 0.372105, 0.715263, 0.375, 0.207699, 0.696127, 0.0961737
72, 22, 0.69802, 0.168476, 0.155912, 0.0112328, 0.314517, 0.0563971, 0.69802, 0.127579, 0.585, 0.371053, 0.715526, 0.375, 0.244935, 0.708648, 0.0464162
73, 18, 0.713479, 0.144193, 0.154421, 0.0172859, 0.319273, 0.0574697, 0.713479, 0.111598, 0.59375, 0.375789, 0.711579, 0.3795, 0.253216, 0.673362, 0.0734222
74, 15, 0.647888, 0.161589, 0.153326, 0.00989613, 0.307244, 0.0474861, 0.647888, 0.0985036, 0.6025, 0.374737, 0.709211, 0.3835, 0.259301, 0.694885, 0.0458141
75, 12, 0.632645, 0.17213, 0.152554, 0.011829, 0.305329, 0.0275896, 0.632645, 0.274495, 0.615, 0.382105, 0.704211, 0.389, 0.263588, 0.677939, 0.0584727
76, 13, 0.619776, 0.160577, 0.151227, 0.00946983, 0.300234, 0.0273864, 0.619776, 0.265107, 0.615, 0.381579, 0.705789, 0.387, 0.27096, 0.692143, 0.036897
77, 13, 0.506881, 0.209076, 0.149548, 0.0101852, 0.298622, 0.0244283, 0.506881, 0.421922, 0.62375, 0.388947, 0.704211, 0.3885, 0.280291, 0.678176, 0.0415333
78, 16, 0.765875, 0.145122, 0.148878, 0.0152041, 0.301507, 0.0371396, 0.765875, 0.145006, 0.61875, 0.384211, 0.698421, 0.3935, 0.28401, 0.654228, 0.0617616
79, 13, 0.608488, 0.173775, 0.145885, 0.00907808, 0.290368, 0.0266823, 0.608488, 0.479703, 0.61625, 0.386842, 0.699474, 0.397, 0.300638, 0.638414, 0.0609475
80, 11, 0.610611, 0.162362, 0.148808, 0.0111535, 0.287067, 0.0287291, 0.610611, 0.455303, 0.6225, 0.382632, 0.7, 0.3935, 0.284402, 0.660976, 0.0546222
81, 24, 0.563506, 0.162513, 0.147991, 0.0104057, 0.282331, 0.026976, 0.563506, 0.432667, 0.6225, 0.381053, 0.699474, 0.394, 0.288937, 0.649556, 0.0615071
82, 25, 0.782863, 0.123869, 0.146505, 0.0136971, 0.291608, 0.0394032, 0.782863, 0.1747, 0.63125, 0.386316, 0.693421, 0.4025, 0.297192, 0.633277, 0.0695313
83, 11, 0.574782, 0.175928, 0.146833, 0.00960316, 0.281547, 0.02528, 0.574782, 0.424582, 0.635, 0.385789, 0.692632, 0.3995, 0.295372, 0.65763, 0.046998
84, 10, 0.52586, 0.201558, 0.149965, 0.00940198, 0.27838, 0.0254558, 0.52586, 0.414986, 0.635, 0.385789, 0.695263, 0.3985, 0.27797, 0.674505, 0.0475253
85, 16, 0.620763, 0.179235, 0.144675, 0.00855802, 0.277826, 0.0258067, 0.620763, 0.419104, 0.63, 0.385263, 0.692632, 0.396, 0.30736, 0.646824, 0.0458162
86, 16, 0.457268, 0.180936, 0.1433, 0.00906437, 0.271814, 0.027316, 0.457268, 0.395526, 0.62125, 0.387895, 0.691842, 0.3925, 0.314998, 0.632079, 0.0529232
87, 15, 0.816637, 0.153728, 0.149176, 0.0198896, 0.296048, 0.0782678, 0.816637, 0.141217, 0.6125, 0.392105, 0.690263, 0.3935, 0.282354, 0.641101, 0.0765455
88, 12, 0.609883, 0.222614, 0.142741, 0.00972712, 0.271329, 0.0268155, 0.609883, 0.392078, 0.625, 0.383684, 0.687632, 0.3995, 0.318105, 0.630937, 0.0509576
89, 17, 0.559635, 0.189462, 0.142475, 0.0107821, 0.273709, 0.0268481, 0.559635, 0.407107, 0.6275, 0.389474, 0.687895, 0.3955, 0.319584, 0.630147, 0.0502687
90, 16, 0.775048, 0.127099, 0.143388, 0.0124064, 0.278703, 0.0428243, 0.775048, 0.144193, 0.6225, 0.393684, 0.686579, 0.39, 0.314509, 0.632075, 0.0534162
91, 11, 0.570961, 0.164911, 0.143306, 0.0104443, 0.26842, 0.0258412, 0.570961, 0.39017, 0.62375, 0.392632, 0.685789, 0.392, 0.314968, 0.647406, 0.0376263
92, 15, 0.790777, 0.15729, 0.143872, 0.0223142, 0.304784, 0.0860007, 0.790777, 0.132133, 0.61125, 0.398421, 0.682105, 0.401, 0.311824, 0.608921, 0.0792545
93, 17, 0.780606, 0.15988, 0.148915, 0.0226968, 0.321867, 0.0987857, 0.780606, 0.13898, 0.61125, 0.397895, 0.681842, 0.4005, 0.283804, 0.624572, 0.0916242
94, 11, 0.764137, 0.131147, 0.143547, 0.0123546, 0.283451, 0.0531965, 0.764137, 0.137515, 0.62875, 0.391053, 0.684474, 0.3975, 0.31363, 0.631844, 0.0545253
95, 12, 0.56435, 0.195308, 0.14124, 0.0104524, 0.267968, 0.0235653, 0.56435, 0.383608, 0.6325, 0.388947, 0.682632, 0.3975, 0.326444, 0.615929, 0.0576263
96, 16, 0.470949, 0.1875, 0.141391, 0.0101466, 0.267261, 0.0240611, 0.470949, 0.385756, 0.6375, 0.391579, 0.682368, 0.3975, 0.325604, 0.617079, 0.0573172
97, 17, 0.647406, 0.162599, 0.144871, 0.0113228, 0.267236, 0.0240151, 0.647406, 0.401564, 0.63125, 0.395263, 0.685, 0.394, 0.306275, 0.62901, 0.0647152
98, 14, 0.787301, 0.149165, 0.143424, 0.0169924, 0.287382, 0.0633857, 0.787301, 0.0884823, 0.62375, 0.399474, 0.683947, 0.3935, 0.314311, 0.605008, 0.0806808
99, 13, 0.548621, 0.129191, 0.14382, 0.0109108, 0.267572, 0.0239909, 0.548621, 0.367524, 0.63125, 0.401579, 0.685789, 0.3935, 0.312111, 0.629943, 0.0579455
