Population Size, 100
GA Iterations, 100
IPD Iterations, 100
Selection Rate, 0.15
Mutation Rate, 0.05
Fitness Weights, 0, 0, 0, 0, 1, 0

Rank, Strategy, Fitness, Average Score, Average Diversity, Relative Average Score, Relative Average Diversity, Niceness, Forgiveness, Retaliation, Non-Envy
20, 1111111011111111111111111111111111111111111111111111111111111111, 1, 0.197739, 0.0460606, 0.901295, 0.207373, 0, 0.0526316, 1, 0
21, 1110111111111111111111111111111111111111111111111111111111111110, 1, 0.2, 0.0638384, 0.812366, 0.410138, 0.125, 0.0526316, 1, 0.1
22, 1011111111111111111111111111111111111111111111111111111111111111, 1, 0.199859, 0.0476768, 0.817929, 0.225806, 0, 0.0526316, 1, 0
23, 1111111111111011111111111111111111111111111111111111111111111111, 1, 0.197939, 0.0472727, 0.893428, 0.221198, 0, 0.0526316, 1, 0
24, 1111111111111111111111101111111111111111111111111111111011111111, 1, 0.198525, 0.0642424, 0.870381, 0.414747, 0.25, 0, 1, 0
25, 1110111111111111011111111111111111111111111111110111111111111110, 1, 0.217065, 0.0969697, 0.141063, 0.788018, 0.125, 0.157895, 1, 0.15
26, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199778, 0.0278788, 0.821108, 0, 0, 0, 1, 0
27, 1111011111111111101111111111111111111111111111111111111111110111, 1, 0.200545, 0.0824242, 0.790908, 0.62212, 0, 0.157895, 1, 0.05
28, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199818, 0.0278788, 0.819518, 0, 0, 0, 1, 0
29, 1111111111111111111011111111111111111111111111111111111111110111, 1, 0.200081, 0.0626263, 0.809187, 0.396313, 0, 0.105263, 1, 0.05
30, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199737, 0.0278788, 0.822697, 0, 0, 0, 1, 0
31, 1111111111111111111111111111101111111111111111111111011111111111, 1, 0.200081, 0.060202, 0.809187, 0.368664, 0.125, 0.0526316, 1, 0
32, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199859, 0.0278788, 0.817929, 0, 0, 0, 1, 0
33, 1111111111111111111111111111111111111111111111111111011111111111, 1, 0.199859, 0.0452525, 0.817929, 0.198157, 0, 0.0526316, 1, 0
34, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199838, 0.0278788, 0.818724, 0, 0, 0, 1, 0
35, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199818, 0.0278788, 0.819518, 0, 0, 0, 1, 0
36, 1111111111111111001101111111111111111111111111111111111111111111, 1, 0.218669, 0.0812121, 0.0779623, 0.608295, 0, 0.157895, 1, 0
37, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199818, 0.0278788, 0.819518, 0, 0, 0, 1, 0
38, 1111111111110111111111111111111111111111111111111111011111111111, 1, 0.198545, 0.0642424, 0.869586, 0.414747, 0, 0.105263, 1, 0.05
39, 1111111011111111111111111111111111111111111111111111111111111111, 1, 0.199212, 0.0460606, 0.84336, 0.207373, 0, 0.0526316, 1, 0
40, 1111111111111111111111111111101111111111111111111111111111111111, 1, 0.199879, 0.0428283, 0.817134, 0.170507, 0.125, 0, 1, 0
41, 1111111111111111111111111111111111111111111111111111111011111111, 1, 0.199253, 0.0452525, 0.841771, 0.198157, 0.125, 0, 1, 0
42, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199152, 0.0278788, 0.845744, 0, 0, 0, 1, 0
43, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199212, 0.0278788, 0.84336, 0, 0, 0, 1, 0
44, 1111111111111111001101111111111111111111111111111111111111111111, 1, 0.219925, 0.0812121, 0.0285306, 0.608295, 0, 0.157895, 1, 0
45, 1111111111111111111101111111111111111111111111111111111111111111, 1, 0.200022, 0.0452525, 0.811492, 0.198157, 0, 0.0526316, 1, 0
46, 1111111111111111111111111111101111111111111111111111111111111111, 1, 0.199899, 0.0428283, 0.81634, 0.170507, 0.125, 0, 1, 0
47, 1111111111111111011111111111111111111111111111111111111111111111, 1, 0.220651, 0.0452525, 0, 0.198157, 0, 0.0526316, 1, 0
48, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.198485, 0.0278788, 0.87197, 0, 0, 0, 1, 0
49, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199111, 0.0278788, 0.847334, 0, 0, 0, 1, 0
50, 1111101111111111111111111111101111111111111111111111111111111111, 1, 0.19996, 0.0593939, 0.813955, 0.359447, 0.125, 0.0526316, 1, 0
51, 1111111111110111111111111111111111111111111111111111101111111111, 1, 0.198667, 0.0650505, 0.864818, 0.423963, 0.125, 0.0526316, 1, 0.05
52, 1111111111111111111111111111101111111111111111111111111111111111, 1, 0.198505, 0.0428283, 0.871175, 0.170507, 0.125, 0, 1, 0
53, 1111111111111111111111111111111111111111111111111111111011111111, 1, 0.196485, 0.0452525, 0.950648, 0.198157, 0.125, 0, 1, 0
54, 1111111111111111111111111111111111111111111111111111101011111111, 1, 0.197838, 0.0634343, 0.897401, 0.40553, 0.25, 0, 1, 0
55, 1111101111111111111111111111111111111111111111110111111111111111, 1, 0.196487, 0.060202, 0.950568, 0.368664, 0, 0.105263, 1, 0.05
56, 1111111111111111111111111111011111111111111111111111111111111111, 1, 0.197901, 0.0452525, 0.894938, 0.198157, 0, 0.0526316, 1, 0
57, 1111111111111111111111111111011111111111111111111111111111110111, 1, 0.195598, 0.0618182, 0.985536, 0.387097, 0, 0.105263, 1, 0.05
58, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.198505, 0.0278788, 0.871175, 0, 0, 0, 1, 0
59, 1111111111111111111011111111111111111111111111111111011111111111, 1, 0.199333, 0.0634343, 0.838592, 0.40553, 0, 0.105263, 1, 0
60, 1111111111111111111110111111111111111111111111111111101111111111, 1, 0.201232, 0.0654545, 0.763888, 0.428571, 0.25, 0, 1, 0
61, 1111111111111111111011111111111111111111111111111110111111111111, 1, 0.196606, 0.0650505, 0.945879, 0.423963, 0, 0.105263, 1, 0.05
62, 1111011111111111101111111111111111111111111111111011111111111111, 1, 0.19804, 0.0840404, 0.889454, 0.640553, 0, 0.157895, 1, 0
63, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199172, 0.0278788, 0.84495, 0, 0, 0, 1, 0
64, 1111111111111111011111111111111111111111111111111111111111111111, 1, 0.2036, 0.0452525, 0.670746, 0.198157, 0, 0.0526316, 1, 0
65, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.196525, 0.0278788, 0.949058, 0, 0, 0, 1, 0
66, 1111111111111111111111111111111111111111111111110111111111111111, 1, 0.19523, 0.0436364, 1, 0.179724, 0, 0.0526316, 1, 0.05
67, 1111101111111111111111111111011111111111111111111111111111111111, 1, 0.197418, 0.0618182, 0.913931, 0.387097, 0, 0.105263, 1, 0
68, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.197131, 0.0278788, 0.925217, 0, 0, 0, 1, 0
69, 1111111111110111111101111111111111111111111111111111011111111111, 1, 0.198141, 0.0816162, 0.88548, 0.612903, 0, 0.157895, 1, 0.05
70, 1111101111111111111111111111111111111111111111111111111111111010, 1, 0.198545, 0.079596, 0.869586, 0.589862, 0.25, 0.0526316, 1, 0.05
71, 1111111111111111111111111111101111111111111111111111111111111111, 1, 0.196485, 0.0428283, 0.950648, 0.170507, 0.125, 0, 1, 0
72, 1111101111111110111111111111011111111111111111111111111111110111, 1, 0.199576, 0.0977778, 0.829055, 0.797235, 0, 0.210526, 1, 0.1
73, 1111111111111111111111111111101111111111111111111111111111111011, 1, 0.198667, 0.060202, 0.864818, 0.368664, 0.25, 0, 1, 0
74, 1111111111111111111111111111111011111111111111111111111111111111, 1, 0.197172, 0.0476768, 0.923627, 0.225806, 0.125, 0, 1, 0
75, 1110111111111111111011111111111111111111111111110011011111111111, 1, 0.197519, 0.115556, 0.909958, 1, 0, 0.263158, 1, 0.1
76, 1111111111111111111111111111111111111111111111110111111111111111, 1, 0.198471, 0.0436364, 0.872526, 0.179724, 0, 0.0526316, 1, 0.05
77, 1111111111111111111111111111111111111111111111111111111111111110, 1, 0.197253, 0.0456566, 0.920448, 0.202765, 0.125, 0, 1, 0.05
78, 1111111111111111111111111111101111111111111111111111111111111011, 1, 0.198545, 0.060202, 0.869586, 0.368664, 0.25, 0, 1, 0
79, 1111101111111111111111111111101111111111111111111111111111110111, 1, 0.197455, 0.0759596, 0.912501, 0.548387, 0.125, 0.105263, 1, 0.05
80, 1111111111111111111111111111111111111111111111111111111111111111, 1, 0.199212, 0.0278788, 0.84336, 0, 0, 0, 1, 0
81, 1111111111111111011111111111101111111111111111110111111111111011, 1, 0.210648, 0.0933333, 0.393467, 0.746544, 0.25, 0.105263, 1, 0.05
82, 1111111111111111111111111111101111111111111111111111111111111011, 7.75, 7.75, 32, 9.73042e-72, 9.73042e-72, 9.73042e-72, 9.72821e-72, 9.73042e-72, 9.73042e-72
83, 1111111111111111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0, 0, 0, 0, 0, 0
84, 1111111111111111111111111111111011111111111111111111111111111110, 7.75, 7.75, 32, 0, 0, 0, 0, 0, 0
85, 1111111011111111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0, 0, 0, 0, 0, 0
86, 1111111111111111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0.00435556, 0.0286869, 1, 0, 0.875, 0.684211
87, 1111111111110111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0.0114808, 0.0311111, 0, 0.75, 0.75, 0.473684
88, 1111111111111111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0.0067899, 0.0290909, 0.65835, 0.125, 0.75, 0.578947
89, 1111111111111111111111111111111111111111111111111011111111111111, 7.75, 7.75, 32, 0.00765051, 0.0311111, 0.537567, 0.75, 0.75, 0.526316
90, 1111111111111111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0.0283636, 0.00585859, 0, 0.5, 0, 0.0526316
91, 1111111111111111111011111111111111111111111111111110111111111111, 7.75, 7.75, 32, 0.0282626, 0.00323232, 1, 0, 0, 0
92, 1111111111111111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0.0282626, 0.00323232, 1, 0, 0, 0
93, 1111111111111111011111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0.0282626, 0.00323232, 1, 0, 0, 0
94, 1111111111111111101111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0.0282828, 0.00323232, 0.8, 0, 0, 0
95, 1111111111111111111111111111111111111111111111110111111111111011, 7.75, 7.75, 32, 0.0282828, 0.00848485, 0.8, 1, 0, 0.0526316
96, 1111111111111111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0.028303, 0.00585859, 0.6, 0.5, 0, 0
97, 1110111111111111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 0.0282828, 0.00585859, 0.8, 0.5, 0, 0
98, 1111111111111111111111111111111111111111111111111111111111110111, 7.75, 7.75, 32, 7.75, 32, 9.73042e-72, 9.73042e-72, 9.73042e-72, 9.73042e-72
99, 1110111111111111011111111111111111111111111111110111111111111111, 7.75, 7.75, 32, 7.75, 32, 0, 0, 0, 0
100, 1111111111111111111111111111111111111111111111111111111111111111, 7.75, 7.75, 32, 7.75, 32, 0, 0, 0, 0
