Population Size, 100
GA Iterations, 100
IPD Iterations, 100
Selection Rate, 0.15
Mutation Rate, 0.05
Fitness Weights, 0, 1, 0, 0, 0, 0

Generation, Selected, Fitness Mean, Fitness SD, Score Mean, Score SD, Diversity Mean, Diversity SD, Relative Score Mean, Relative Diversity Mean, Niceness Mean, Forgiveness Mean, Retaliation Mean, Non-Envy Mean, All-Coop Prop, All-Defect Prop, Mixed Prop
10, 16, 0.546585, 0.212408, 0.156041, 0.015816, 0.645216, 0.00351868, 0.569187, 0.546585, 0.50125, 0.5, 0.503684, 0.5035, 0.244216, 0.243828, 0.511956
11, 18, 0.434894, 0.179742, 0.155, 0.0152323, 0.64543, 0.00341328, 0.642456, 0.434894, 0.49875, 0.495789, 0.501579, 0.5035, 0.250002, 0.252283, 0.497715
12, 23, 0.56, 0.18502, 0.155455, 0.0164152, 0.644655, 0.00500863, 0.626139, 0.56, 0.4975, 0.491579, 0.503158, 0.5025, 0.247473, 0.257463, 0.495065
13, 18, 0.604912, 0.17492, 0.15548, 0.0157818, 0.645042, 0.00402846, 0.556479, 0.604912, 0.50125, 0.495789, 0.504211, 0.5035, 0.247335, 0.247194, 0.505471
14, 17, 0.508846, 0.169189, 0.156297, 0.0157847, 0.644117, 0.00533202, 0.600808, 0.508846, 0.50125, 0.491053, 0.506053, 0.502, 0.242792, 0.256166, 0.501042
15, 14, 0.488478, 0.215392, 0.156094, 0.0170057, 0.644836, 0.00400325, 0.603794, 0.488478, 0.49125, 0.499474, 0.509737, 0.4955, 0.243923, 0.255236, 0.50084
16, 16, 0.476571, 0.185522, 0.155791, 0.0154837, 0.644186, 0.00524709, 0.480513, 0.476571, 0.50875, 0.504737, 0.505, 0.5075, 0.245604, 0.256081, 0.498315
17, 17, 0.442321, 0.210288, 0.157817, 0.0185284, 0.644958, 0.00475803, 0.541835, 0.442321, 0.49875, 0.494737, 0.502895, 0.494, 0.234347, 0.246111, 0.519541
18, 15, 0.563704, 0.205786, 0.156527, 0.0175817, 0.644622, 0.00448988, 0.587456, 0.563704, 0.495, 0.488947, 0.507895, 0.4835, 0.241515, 0.248107, 0.510378
19, 11, 0.462143, 0.198339, 0.157006, 0.0142192, 0.6448, 0.00448768, 0.608623, 0.462143, 0.495, 0.484737, 0.498947, 0.4915, 0.238857, 0.247679, 0.513465
20, 12, 0.495526, 0.222522, 0.156945, 0.0175781, 0.645386, 0.0034165, 0.599269, 0.495526, 0.4925, 0.491579, 0.500789, 0.493, 0.239196, 0.245628, 0.515176
21, 12, 0.506458, 0.205263, 0.154907, 0.0159065, 0.645176, 0.00398085, 0.581168, 0.506458, 0.515, 0.499474, 0.505, 0.498, 0.250519, 0.243188, 0.506293
22, 17, 0.474706, 0.209342, 0.155728, 0.0169916, 0.644731, 0.0043137, 0.589195, 0.474706, 0.5, 0.497368, 0.504211, 0.4965, 0.245958, 0.247883, 0.50616
23, 17, 0.419821, 0.218785, 0.156029, 0.0174428, 0.644853, 0.00495028, 0.469621, 0.419821, 0.5, 0.496316, 0.505263, 0.4985, 0.244283, 0.253517, 0.5022
24, 11, 0.576885, 0.203089, 0.156379, 0.015062, 0.644723, 0.00500544, 0.57579, 0.576885, 0.49, 0.49, 0.507105, 0.4955, 0.242339, 0.258556, 0.499105
25, 13, 0.499592, 0.208952, 0.156823, 0.0165209, 0.645042, 0.00413682, 0.690508, 0.499592, 0.49, 0.491579, 0.504737, 0.497, 0.239873, 0.250638, 0.509489
26, 14, 0.510213, 0.180938, 0.156795, 0.0175459, 0.645244, 0.003436, 0.517758, 0.510213, 0.49, 0.485263, 0.498684, 0.4965, 0.24003, 0.236354, 0.523616
27, 11, 0.57913, 0.202268, 0.155117, 0.0161632, 0.645107, 0.00375932, 0.617867, 0.57913, 0.5025, 0.49, 0.498421, 0.4935, 0.249347, 0.240317, 0.510335
28, 7, 0.487381, 0.204359, 0.154926, 0.015993, 0.64524, 0.00346791, 0.544587, 0.487381, 0.49875, 0.502105, 0.500526, 0.5, 0.250412, 0.242354, 0.507234
29, 15, 0.549091, 0.201075, 0.154533, 0.0166623, 0.645317, 0.00357466, 0.526915, 0.549091, 0.4925, 0.499474, 0.497105, 0.5005, 0.252592, 0.240513, 0.506895
30, 23, 0.407692, 0.184378, 0.156351, 0.0178184, 0.644646, 0.00484225, 0.502816, 0.407692, 0.5125, 0.497895, 0.506053, 0.5045, 0.242493, 0.243527, 0.51398
31, 7, 0.394237, 0.191392, 0.157237, 0.0178118, 0.644954, 0.00456248, 0.542613, 0.394237, 0.5075, 0.500526, 0.504474, 0.4995, 0.23757, 0.246309, 0.516121
32, 8, 0.367843, 0.190633, 0.156971, 0.0172353, 0.645156, 0.00392819, 0.547541, 0.367843, 0.49875, 0.500526, 0.503158, 0.4985, 0.239053, 0.240616, 0.520331
33, 9, 0.462444, 0.193083, 0.157504, 0.0177116, 0.645378, 0.00351059, 0.600525, 0.462444, 0.50125, 0.501579, 0.503421, 0.4965, 0.236089, 0.245632, 0.518279
34, 18, 0.440769, 0.194929, 0.157168, 0.0170439, 0.645531, 0.00307161, 0.518476, 0.440769, 0.50375, 0.496316, 0.504474, 0.5, 0.237954, 0.253073, 0.508974
35, 19, 0.507049, 0.185692, 0.156405, 0.0173326, 0.644618, 0.00457664, 0.541429, 0.507049, 0.505, 0.502632, 0.505789, 0.495, 0.242194, 0.243418, 0.514388
36, 16, 0.495818, 0.215726, 0.155562, 0.0175951, 0.644756, 0.00479392, 0.461412, 0.495818, 0.50375, 0.495263, 0.500263, 0.502, 0.246877, 0.239653, 0.513471
37, 18, 0.533594, 0.182249, 0.155776, 0.0167804, 0.644303, 0.0047127, 0.509194, 0.533594, 0.49, 0.485789, 0.506316, 0.4875, 0.245689, 0.256475, 0.497836
38, 15, 0.4768, 0.217618, 0.156434, 0.0166902, 0.644784, 0.00439633, 0.537921, 0.4768, 0.5025, 0.485789, 0.507632, 0.4935, 0.242034, 0.259067, 0.498899
39, 8, 0.433333, 0.207167, 0.155235, 0.016709, 0.644889, 0.00426889, 0.430821, 0.433333, 0.49875, 0.493684, 0.501579, 0.5015, 0.248695, 0.24262, 0.508685
40, 13, 0.462037, 0.17913, 0.154648, 0.0165462, 0.64503, 0.00390829, 0.523017, 0.462037, 0.5, 0.493684, 0.501316, 0.5015, 0.251958, 0.238392, 0.509651
41, 13, 0.471389, 0.209108, 0.155807, 0.01705, 0.645442, 0.00304157, 0.580913, 0.471389, 0.495, 0.496842, 0.498947, 0.5005, 0.245519, 0.241511, 0.51297
42, 15, 0.601455, 0.167484, 0.154944, 0.0148888, 0.645285, 0.00372186, 0.502685, 0.601455, 0.4975, 0.494737, 0.494211, 0.506, 0.250309, 0.246018, 0.503673
43, 10, 0.631628, 0.198445, 0.15486, 0.0171861, 0.645317, 0.00344773, 0.530226, 0.631628, 0.51125, 0.497895, 0.497105, 0.498, 0.250778, 0.23979, 0.509432
44, 19, 0.506667, 0.219292, 0.154859, 0.0169749, 0.645172, 0.00398712, 0.466085, 0.506667, 0.50875, 0.496842, 0.495263, 0.505, 0.250782, 0.235279, 0.513939
45, 11, 0.418382, 0.182452, 0.155208, 0.0190224, 0.644424, 0.00501283, 0.621369, 0.418382, 0.51, 0.497895, 0.501842, 0.4965, 0.248842, 0.24024, 0.510917
46, 17, 0.586441, 0.194539, 0.156295, 0.0181261, 0.644687, 0.0046375, 0.548507, 0.586441, 0.49875, 0.495263, 0.502105, 0.4895, 0.242804, 0.248269, 0.508927
47, 16, 0.566512, 0.236993, 0.155744, 0.0159586, 0.644186, 0.00411746, 0.582925, 0.566512, 0.49625, 0.492105, 0.495263, 0.5045, 0.245869, 0.249792, 0.504339
48, 15, 0.545686, 0.225073, 0.154323, 0.0161456, 0.644578, 0.00463787, 0.500013, 0.545686, 0.505, 0.504737, 0.507105, 0.4975, 0.25376, 0.246543, 0.499697
49, 10, 0.409118, 0.174318, 0.155371, 0.0167444, 0.644776, 0.00478933, 0.593119, 0.409118, 0.4875, 0.500526, 0.499474, 0.494, 0.247941, 0.243867, 0.508192
50, 20, 0.545435, 0.180083, 0.154622, 0.0157696, 0.645491, 0.003347, 0.569627, 0.545435, 0.48125, 0.501053, 0.495, 0.501, 0.252101, 0.246772, 0.501127
51, 18, 0.5075, 0.171026, 0.152444, 0.0153644, 0.643879, 0.00552812, 0.525992, 0.5075, 0.5, 0.508947, 0.496053, 0.503, 0.2642, 0.240976, 0.494824
52, 19, 0.385185, 0.192861, 0.155282, 0.0160692, 0.643717, 0.00631183, 0.64581, 0.385185, 0.48625, 0.494737, 0.496842, 0.5105, 0.248434, 0.250766, 0.5008
53, 16, 0.499206, 0.220359, 0.153711, 0.0126783, 0.64402, 0.00560914, 0.583188, 0.499206, 0.5025, 0.493158, 0.496579, 0.504, 0.257164, 0.250036, 0.4928
54, 11, 0.537119, 0.194815, 0.154308, 0.0143317, 0.644521, 0.00464407, 0.583962, 0.537119, 0.49, 0.486316, 0.496316, 0.494, 0.253846, 0.25316, 0.492994
55, 17, 0.579804, 0.212675, 0.155688, 0.0139645, 0.644877, 0.0043824, 0.537892, 0.579804, 0.485, 0.496316, 0.5, 0.496, 0.246178, 0.258923, 0.494899
56, 20, 0.514182, 0.205528, 0.154716, 0.0171557, 0.644558, 0.00456729, 0.526198, 0.514182, 0.50375, 0.494211, 0.495, 0.498, 0.251578, 0.251442, 0.49698
57, 16, 0.551176, 0.224386, 0.153953, 0.014247, 0.644691, 0.00462371, 0.470257, 0.551176, 0.50625, 0.499474, 0.501053, 0.497, 0.255818, 0.248606, 0.495576
58, 18, 0.454038, 0.196095, 0.153375, 0.0133077, 0.644893, 0.00411998, 0.586812, 0.454038, 0.48375, 0.502105, 0.499737, 0.493, 0.259028, 0.242891, 0.498081
59, 12, 0.475116, 0.22886, 0.152473, 0.0156417, 0.64482, 0.00397616, 0.637046, 0.475116, 0.48875, 0.507368, 0.5, 0.5065, 0.26404, 0.236998, 0.498962
60, 14, 0.5122, 0.218136, 0.153276, 0.0130273, 0.644893, 0.00440678, 0.590966, 0.5122, 0.4875, 0.507368, 0.501579, 0.501, 0.25958, 0.246091, 0.494329
61, 13, 0.516066, 0.196646, 0.154037, 0.0157225, 0.644638, 0.00484663, 0.628673, 0.516066, 0.49375, 0.503684, 0.504737, 0.5015, 0.255349, 0.253242, 0.491408
62, 11, 0.510147, 0.204572, 0.152632, 0.0140344, 0.644521, 0.00562058, 0.716204, 0.510147, 0.49125, 0.506316, 0.498684, 0.501, 0.263154, 0.238473, 0.498374
63, 14, 0.46589, 0.171079, 0.154489, 0.0147112, 0.644651, 0.00504598, 0.539046, 0.46589, 0.49625, 0.500526, 0.499737, 0.4975, 0.25284, 0.240663, 0.506497
64, 16, 0.549434, 0.19922, 0.154163, 0.0157735, 0.644897, 0.00426613, 0.440164, 0.549434, 0.50625, 0.505789, 0.5, 0.4995, 0.254653, 0.242285, 0.503063
65, 15, 0.508214, 0.179665, 0.153082, 0.01385, 0.64463, 0.00406514, 0.542532, 0.508214, 0.51375, 0.497895, 0.496316, 0.494, 0.260657, 0.238485, 0.500859
66, 13, 0.607121, 0.188431, 0.152774, 0.0151147, 0.644271, 0.00502483, 0.666058, 0.607121, 0.5075, 0.495263, 0.499211, 0.497, 0.262368, 0.239545, 0.498087
67, 20, 0.458868, 0.190405, 0.152167, 0.013355, 0.64417, 0.00407736, 0.414286, 0.458868, 0.52, 0.496842, 0.499737, 0.4965, 0.265741, 0.234372, 0.499887
68, 12, 0.51339, 0.23592, 0.153029, 0.0138085, 0.643956, 0.00562394, 0.579308, 0.51339, 0.49, 0.492632, 0.494474, 0.5045, 0.260947, 0.235137, 0.503915
69, 18, 0.524833, 0.204959, 0.153891, 0.0143209, 0.64444, 0.00496871, 0.616717, 0.524833, 0.48875, 0.503158, 0.497895, 0.502, 0.256162, 0.237752, 0.506087
70, 15, 0.605918, 0.194974, 0.153307, 0.0156475, 0.644925, 0.0038601, 0.540047, 0.605918, 0.5175, 0.496316, 0.498421, 0.496, 0.259404, 0.233224, 0.507372
71, 17, 0.590299, 0.181113, 0.153755, 0.0156829, 0.644465, 0.00490285, 0.541782, 0.590299, 0.50125, 0.504211, 0.493421, 0.512, 0.256915, 0.229947, 0.513137
72, 13, 0.520952, 0.228578, 0.154352, 0.0151603, 0.645204, 0.00387891, 0.486203, 0.520952, 0.51375, 0.498421, 0.503684, 0.4975, 0.2536, 0.238947, 0.507453
73, 13, 0.5746, 0.219615, 0.155264, 0.0167627, 0.644941, 0.00443667, 0.579176, 0.5746, 0.50125, 0.508421, 0.503421, 0.496, 0.248535, 0.234766, 0.516699
74, 12, 0.48449, 0.206932, 0.152804, 0.0161843, 0.645147, 0.00409683, 0.514027, 0.48449, 0.4975, 0.497368, 0.497895, 0.4925, 0.262202, 0.230671, 0.507127
75, 23, 0.439778, 0.208162, 0.15348, 0.0149372, 0.64537, 0.00378476, 0.528611, 0.439778, 0.49875, 0.5, 0.500789, 0.497, 0.258444, 0.238598, 0.502958
76, 20, 0.512105, 0.215821, 0.152691, 0.0150118, 0.644319, 0.00497042, 0.502393, 0.512105, 0.515, 0.499474, 0.502105, 0.497, 0.26283, 0.236176, 0.500994
77, 9, 0.468039, 0.228877, 0.153506, 0.0158692, 0.644594, 0.00471626, 0.537955, 0.468039, 0.4925, 0.497895, 0.505526, 0.4985, 0.258299, 0.241758, 0.499943
78, 18, 0.511273, 0.197259, 0.154095, 0.0165139, 0.644897, 0.00438352, 0.622984, 0.511273, 0.5075, 0.495789, 0.506842, 0.495, 0.255026, 0.23661, 0.508364
79, 14, 0.426613, 0.20214, 0.154235, 0.013875, 0.644424, 0.0050637, 0.611554, 0.426613, 0.50125, 0.496842, 0.504211, 0.495, 0.254253, 0.245495, 0.500253
80, 15, 0.432632, 0.190466, 0.155846, 0.0161483, 0.645115, 0.00438648, 0.599884, 0.432632, 0.48875, 0.5, 0.504474, 0.499, 0.245301, 0.24416, 0.510539
81, 16, 0.446615, 0.192627, 0.154465, 0.0165661, 0.644659, 0.00505889, 0.627318, 0.446615, 0.495, 0.507368, 0.505789, 0.501, 0.252972, 0.237137, 0.509891
82, 20, 0.490385, 0.227663, 0.152328, 0.0140247, 0.644646, 0.00478323, 0.499797, 0.490385, 0.49125, 0.509474, 0.498158, 0.503, 0.264844, 0.232533, 0.502622
83, 12, 0.49931, 0.205092, 0.152764, 0.0138214, 0.64362, 0.00480619, 0.498777, 0.49931, 0.505, 0.5, 0.498158, 0.508, 0.26242, 0.248143, 0.489436
84, 13, 0.559545, 0.193056, 0.151474, 0.0137847, 0.644695, 0.0034321, 0.689569, 0.559545, 0.5075, 0.492632, 0.5, 0.5, 0.26959, 0.244101, 0.486309
85, 14, 0.524754, 0.169472, 0.153404, 0.0121298, 0.644651, 0.00417688, 0.585958, 0.524754, 0.495, 0.493158, 0.500263, 0.499, 0.258865, 0.248762, 0.492374
86, 21, 0.503214, 0.210932, 0.152973, 0.0126931, 0.644921, 0.0047726, 0.427022, 0.503214, 0.4925, 0.504737, 0.502105, 0.4975, 0.261261, 0.24982, 0.488919
87, 21, 0.447403, 0.173933, 0.153292, 0.0141426, 0.64402, 0.00541124, 0.461529, 0.447403, 0.4975, 0.495263, 0.503158, 0.5005, 0.259489, 0.246558, 0.493954
88, 20, 0.480769, 0.18503, 0.155491, 0.0136325, 0.644343, 0.00485937, 0.585205, 0.480769, 0.49875, 0.491053, 0.506316, 0.4905, 0.247275, 0.25419, 0.498535
89, 13, 0.455333, 0.178137, 0.152809, 0.0124824, 0.644978, 0.00431846, 0.465294, 0.455333, 0.49, 0.494211, 0.501842, 0.4925, 0.262172, 0.249519, 0.488309
90, 10, 0.568939, 0.211757, 0.15223, 0.0145279, 0.644465, 0.00564685, 0.544908, 0.568939, 0.50125, 0.488421, 0.494211, 0.4965, 0.265388, 0.239911, 0.494701
91, 12, 0.57, 0.162776, 0.156315, 0.0162194, 0.645305, 0.00388033, 0.526794, 0.57, 0.49, 0.49, 0.496316, 0.497, 0.242697, 0.250059, 0.507244
92, 15, 0.49963, 0.20461, 0.1556, 0.0149342, 0.64484, 0.00446423, 0.582274, 0.49963, 0.48, 0.506316, 0.506842, 0.49, 0.246669, 0.245214, 0.508117
93, 13, 0.497083, 0.210963, 0.154919, 0.0142226, 0.645196, 0.0040914, 0.614898, 0.497083, 0.49875, 0.503684, 0.504737, 0.4875, 0.250448, 0.247495, 0.502057
94, 14, 0.58898, 0.203878, 0.154748, 0.0150725, 0.645196, 0.00403637, 0.555596, 0.58898, 0.49, 0.503684, 0.504474, 0.496, 0.2514, 0.241941, 0.506659
95, 20, 0.521707, 0.245286, 0.153576, 0.0137637, 0.645208, 0.00406333, 0.47835, 0.521707, 0.5025, 0.491579, 0.498684, 0.496, 0.257913, 0.238808, 0.503279
96, 19, 0.508889, 0.181286, 0.15479, 0.0156595, 0.644299, 0.00527378, 0.591938, 0.508889, 0.49875, 0.491579, 0.507368, 0.49, 0.251168, 0.248432, 0.5004
97, 12, 0.558611, 0.17799, 0.155365, 0.0150458, 0.644129, 0.00517789, 0.542763, 0.558611, 0.49625, 0.483158, 0.502895, 0.4875, 0.247974, 0.250436, 0.50159
98, 12, 0.483585, 0.180771, 0.156313, 0.0130887, 0.644901, 0.00387106, 0.524191, 0.483585, 0.48875, 0.496842, 0.505, 0.4835, 0.242703, 0.250368, 0.506929
99, 11, 0.43566, 0.181468, 0.154115, 0.0140995, 0.645087, 0.00388598, 0.490816, 0.43566, 0.48625, 0.501053, 0.500263, 0.494, 0.254915, 0.242459, 0.502626
