Population Size, 100
GA Iterations, 100
IPD Iterations, 100
Selection Rate, 0.15
Mutation Rate, 0.05
Fitness Weights, 1, 0, 0, 0, 0, 0
0101011001101101111011011010000111111001000110011000110000101100, 1
0101011111101000111001010101011101110101001101110111011000010100, 0.98217
1101101101100011101001100111000010001111111100111000001101000010, 0.976577
1101010111011110111110110110001001101100011000101010011101001100, 0.944877
0000010101011110010101001000011100010110111101100010001101001100, 0.918935
1001101011101100100101010000010101111001001010111111010001000001, 0.912179
0011110100101000011010000110100101110011101101111000000111010100, 0.888424
1001101001111010100011110101000110100111111101110110011110110110, 0.881724
1010100110010010010111111011101001110010010010010011001001111000, 0.848888
0001111001110100111111101100111100100100011011010101110101000111, 0.837869
0111110011110000111000100110111001000100101100001000111011111011, 0.837149
0001111011110100010110110010101111011010111111010101000111000111, 0.822448
1011101110010010110100110000001101110111011010100101010110010000, 0.816772
0111010100101000011011110111111111100101101000000001111001011100, 0.809435
1110001110100000101011100101111000010110100101110011001010111111, 0.784961
1110110100011010101111110100011100001011011000101111001000100111, 0.776655
1111100110100100110011010111111101110000001000101000001000010010, 0.772723
0000101011110011010010100110110111111011010100001110000000110111, 0.770342
1010000101101100011111010101011000100000000110111000010010011110, 0.765857
1111010001001011001111100000010000111000110010100011101011100010, 0.757524
0010110110100110111110010011110110110011010100011101100010000110, 0.756832
0001010110111000011110110100111101000000011101011111000000110010, 0.754118
1100001100101101100101000100011101110110001001010111110010100111, 0.74357
1011011000111000011000101001100101001101001011101101000010000110, 0.741272
0011111010110101101000101101111101101101110000110110101001001110, 0.741189
0000101110001011101100000110010001101111110110010101010110100010, 0.725712
1001001101111101000011111100010110101101011110111000111101100100, 0.705584
1101111111101001010100110011001101000101011110100111111110000111, 0.703231
0101100110000001101010110111000111011010001001110100011011010100, 0.701874
1010111001011001011000001100010101100111111110111100010101110011, 0.701542
1110010110111011111010011000011100010101001111001001010010101010, 0.700601
1101000111111100000111001110000011100000101010110100001110100111, 0.696752
0001100011011110011000101000001111010110101101001000010100011010, 0.694842
1010100001110100100101101000001001011101101001011010000000011000, 0.692544
1011100111010010010100110010101101000011011100000011000010100011, 0.687727
0001001000001110101001011010111011101001011011000010011011001010, 0.687173
0111110100011000100110010001110010010011110001101000100100100100, 0.674686
0001100000110000010110010001110111100010001011100000011100001110, 0.673191
0011110010001101101101000011110110001101101010001000111000100110, 0.665079
1001010101010011101001010010000000000001111101010100000001111100, 0.654448
1110111110001110110110001100110011110011001011001000011101001001, 0.654171
1000011000001001000101111001111110111011000111110010111100001101, 0.653617
1100011111010000100000100101111001100001110010000111111010111010, 0.645311
0101010101010111101000010111001001010011010001111000011111001101, 0.642349
1011001110000011100001001010011100111010000000111000110100101111, 0.641297
0111110110010100010100111001101100110110110001000100110111100101, 0.641131
1011001011000010001111100110101101111100100100001001000110010011, 0.640466
1000111110100101101001010001001110110111001010010010101100111111, 0.636341
1001100000011011001100011111010110110101111001101111110100010111, 0.634403
0010111100100111001101011001011000111110110101100010011010001111, 0.63288
0110011010111110011011101010000101100011010100110011100110010001, 0.627094
0100010111000001001100010011110011110001011110101011001010000000, 0.616767
1010100110000010110010101010100110001101100111100110111100000111, 0.615299
0100100001101011100010001110100000001010101111100101011100011111, 0.611423
1100100110000101010011000001001011100111001101111000011000011001, 0.606052
1010100110010001100011011100011100100010100000100100101001110111, 0.604474
1000101110110111110100001111010011001011110101010101111000101001, 0.593704
1001001000001100010011110001000001111100011110010011110110101000, 0.584789
0011101001111100011111100011110100111001100010101001001001110010, 0.577425
0110001110100101110101000100011011011101001110000100011001000111, 0.562862
1000110101111110111110000101110100111011101100010001001010010000, 0.56037
1010110000110010101001110101000011010000010000011010011111100101, 0.554805
0100001111001100101000001011011000110100000101000110110111000111, 0.547883
1101110101110101010010010010001011001001001010101101011100101011, 0.540463
1001100011100011011001101100001011001110001110101101101000101111, 0.539771
1110110101100100001001000011100000101110000111010100111101101100, 0.533819
0110111010101011101100011100100000110011100000001010101001100010, 0.529444
0111000001010001110010011011101000010100011010100010011011001100, 0.527368
1110000011011000111010100111100101010010010101011011000110010110, 0.526897
1011100100110001101010110010111011000111010100110010011010011100, 0.52208
1001110001011011000000101001110110111111010001101101010011110010, 0.518398
0000000000001100011000001000000001010111100110111110101101011100, 0.514162
1001101101010001101111000100011001000000000010101011111101100001, 0.508071
0000100100001000000010001100011100011111000111110010010011011011, 0.490324
1100100111110100000000010000110111110000101101100110100100000011, 0.487167
0000001000110000101011100111010000000010000100011000001111111000, 0.480993
1110101100111110011011001010111110111010110000100000011010011001, 0.479997
1101010100101011100110001101010101000100010000000111101111011111, 0.47385
1000111110001001010110000100110000010110000010101000010110101100, 0.472189
1000100101000110010000011001100001100000011001111001001100111110, 0.469282
1001000100111000111000110001000010101111101111111110001001001010, 0.464935
1010110010100011010000000011011100000010110000010000111110000110, 0.458623
1000001110100111001010010110101011101001001000010001011000111100, 0.453335
1011001100101001001010010001110001100000101101101111110011000101, 0.451978
0011000101011000101001001101000100100001110010101110010101000011, 0.433124
0100110001110000011100111001111111011000010101100001101110100010, 0.42695
0001011111000001111110001001100111010011100111110100111100101001, 0.419419
1000110110101101001100110111011100000001000000100100101011001000, 0.409812
1000111001010111101001111000110100101001010010100100000000101101, 0.404247
1100000110000011110000111011100111001011100110011111010001101001, 0.402503
0111011100000000011110000111011011010111100000101110110011000001, 0.396938
0110011101010000001010111001100011110100010100110100001100010011, 0.300451
0110000001100000111010001110100100011001110010000110101101110011, 0.292339
