Population Size, 100
GA Iterations, 100
IPD Iterations, 100
Selection Rate, 0.15
Mutation Rate, 0.05
Fitness Weights, 0, 0, 0, 1, 0, 0

Generation, Selected, Fitness Mean, Fitness SD, Score Mean, Score SD, Diversity Mean, Diversity SD, Relative Score Mean, Relative Diversity Mean, Niceness Mean, Forgiveness Mean, Retaliation Mean, Non-Envy Mean, All-Coop Prop, All-Defect Prop, Mixed Prop
68, 16, 0.968947, 0.0269348, 0.0704604, 0.0124053, 0.345479, 0.0235511, 0.511219, 0.314088, 0.7975, 0.968947, 0.269474, 0.848, 0.719665, 0.0332545, 0.247081
69, 19, 0.966316, 0.0328853, 0.0680527, 0.0106801, 0.345034, 0.0245688, 0.512201, 0.319007, 0.80875, 0.966316, 0.262895, 0.8485, 0.73304, 0.0289556, 0.238004
70, 16, 0.971579, 0.0262314, 0.0676705, 0.0103066, 0.340853, 0.0234538, 0.482814, 0.298262, 0.8075, 0.971579, 0.265526, 0.8485, 0.735164, 0.0320586, 0.232778
71, 19, 0.967895, 0.0340238, 0.0666302, 0.0126591, 0.345523, 0.027956, 0.570075, 0.310973, 0.80875, 0.967895, 0.267105, 0.8465, 0.740943, 0.0299111, 0.229145
72, 13, 0.972632, 0.0283234, 0.0687433, 0.0116235, 0.337079, 0.0251054, 0.505144, 0.286758, 0.815, 0.972632, 0.267368, 0.852, 0.729204, 0.0311434, 0.239653
73, 15, 0.971579, 0.0336348, 0.0674484, 0.0117517, 0.34244, 0.0277719, 0.490049, 0.297632, 0.8075, 0.971579, 0.268158, 0.8495, 0.736398, 0.0261152, 0.237487
74, 19, 0.976842, 0.0261256, 0.0669051, 0.0116969, 0.338566, 0.0267151, 0.495278, 0.298071, 0.8025, 0.976842, 0.267368, 0.858, 0.739416, 0.0276768, 0.232907
75, 21, 0.978421, 0.025886, 0.0649476, 0.0112054, 0.33419, 0.0264335, 0.583255, 0.402353, 0.80375, 0.978421, 0.262895, 0.855, 0.750291, 0.0253535, 0.224356
76, 14, 0.981579, 0.0251037, 0.0661233, 0.0125072, 0.330768, 0.0249687, 0.610779, 0.389029, 0.81375, 0.981579, 0.262368, 0.855, 0.74376, 0.0292202, 0.22702
77, 16, 0.983684, 0.0243417, 0.063372, 0.011471, 0.3264, 0.0256442, 0.564431, 0.381236, 0.8175, 0.983684, 0.262105, 0.853, 0.759044, 0.025602, 0.215354
78, 17, 0.984211, 0.0241188, 0.0624415, 0.0117018, 0.324727, 0.0251899, 0.594996, 0.374419, 0.8175, 0.984211, 0.261053, 0.854, 0.764214, 0.0224162, 0.21337
79, 14, 0.987368, 0.0224781, 0.0637745, 0.010333, 0.32164, 0.0227955, 0.495017, 0.360748, 0.8175, 0.987368, 0.262105, 0.858, 0.756808, 0.0224384, 0.220754
80, 12, 0.986316, 0.0264418, 0.0608633, 0.0132518, 0.322865, 0.0245705, 0.537383, 0.35412, 0.81375, 0.986316, 0.263684, 0.855, 0.772982, 0.0215818, 0.205436
81, 12, 0.989474, 0.0210526, 0.06296, 0.0130095, 0.319701, 0.023765, 0.589395, 0.354845, 0.8175, 0.989474, 0.267368, 0.858, 0.761333, 0.0224222, 0.216244
82, 13, 0.988421, 0.0242105, 0.0631709, 0.0120458, 0.318537, 0.0242613, 0.502042, 0.324512, 0.8175, 0.988421, 0.26, 0.8585, 0.760162, 0.0238222, 0.216016
83, 14, 0.986842, 0.0282205, 0.0620931, 0.0125891, 0.323919, 0.0262717, 0.55303, 0.299417, 0.8225, 0.986842, 0.267895, 0.8555, 0.766149, 0.0190303, 0.21482
84, 14, 0.989474, 0.0223297, 0.0615415, 0.0124441, 0.319895, 0.0250852, 0.495717, 0.279821, 0.82, 0.989474, 0.264474, 0.865, 0.769214, 0.0212949, 0.209491
85, 21, 0.988947, 0.0260991, 0.0622596, 0.0109544, 0.316885, 0.0240774, 0.542765, 0.387922, 0.82375, 0.988947, 0.267368, 0.8595, 0.765224, 0.0205253, 0.214251
86, 12, 0.992632, 0.0182625, 0.0608938, 0.0119294, 0.314764, 0.0234764, 0.50689, 0.372431, 0.82, 0.992632, 0.263158, 0.8645, 0.772812, 0.0209495, 0.206238
87, 16, 0.991053, 0.024748, 0.0626996, 0.0129494, 0.314267, 0.0240962, 0.569778, 0.383464, 0.825, 0.991053, 0.263684, 0.86, 0.76278, 0.0216889, 0.215531
88, 18, 0.995263, 0.0150622, 0.0590236, 0.0116123, 0.313349, 0.0223235, 0.557026, 0.359553, 0.82375, 0.995263, 0.266842, 0.873, 0.783202, 0.0207879, 0.19601
89, 17, 0.991579, 0.0219796, 0.0610338, 0.0127536, 0.311463, 0.0226222, 0.615905, 0.358292, 0.83125, 0.991579, 0.260526, 0.867, 0.772034, 0.0189879, 0.208978
90, 12, 0.994737, 0.0157895, 0.0583371, 0.0132029, 0.313184, 0.0228887, 0.581326, 0.369774, 0.81875, 0.994737, 0.259737, 0.8705, 0.787016, 0.0172687, 0.195715
91, 14, 0.997895, 0.0103136, 0.0565611, 0.0103917, 0.304703, 0.0218292, 0.636421, 0.315247, 0.8325, 0.997895, 0.260526, 0.872, 0.796883, 0.0163111, 0.186806
92, 9, 0.996316, 0.0134288, 0.0552447, 0.0117331, 0.304707, 0.0226777, 0.557076, 0.346029, 0.82875, 0.996316, 0.256579, 0.87, 0.804196, 0.0140606, 0.181743
93, 17, 0.996842, 0.0124993, 0.0579153, 0.0115193, 0.306618, 0.0248128, 0.663346, 0.346706, 0.82625, 0.996842, 0.259211, 0.8685, 0.78936, 0.0173515, 0.193289
94, 13, 0.987368, 0.0269605, 0.0590291, 0.0123181, 0.314747, 0.0260812, 0.615966, 0.360231, 0.83, 0.987368, 0.257895, 0.8665, 0.783172, 0.0186444, 0.198184
95, 15, 0.991053, 0.0197701, 0.0565247, 0.0124961, 0.307285, 0.0233497, 0.619117, 0.346017, 0.835, 0.991053, 0.251579, 0.8705, 0.797085, 0.0156, 0.187315
96, 23, 0.992632, 0.0182625, 0.0547527, 0.0111452, 0.30897, 0.0246918, 0.502566, 0.338532, 0.83375, 0.992632, 0.254474, 0.8675, 0.806929, 0.0161354, 0.176935
97, 16, 0.994737, 0.0157895, 0.0581011, 0.011944, 0.306218, 0.0225937, 0.578767, 0.340446, 0.83625, 0.994737, 0.257368, 0.8695, 0.788327, 0.0170101, 0.194663
98, 12, 0.994737, 0.0157895, 0.0591873, 0.0113332, 0.30762, 0.0242264, 0.49083, 0.340234, 0.83125, 0.994737, 0.256842, 0.867, 0.782293, 0.0173596, 0.200347
99, 17, 0.993684, 0.0186527, 0.0595698, 0.0117959, 0.309491, 0.026419, 0.633399, 0.346348, 0.8275, 0.993684, 0.256316, 0.8685, 0.780168, 0.0190303, 0.200802
