Population Size, 100
GA Iterations, 100
IPD Iterations, 100
Selection Rate, 0.15
Mutation Rate, 0.05
Fitness Weights, 0, 0, 1, 0, 0, 0

Rank, Strategy, Fitness, Average Score, Average Diversity, Relative Average Score, Relative Average Diversity, Niceness, Forgiveness, Retaliation, Non-Envy
13, 0100101000001001010010001010000010010100101000011000000010110000, 1, 0.0721859, 0.543636, 0.396824, 0.589977, 1, 0.631579, 0.315789, 0.75
14, 0101000011000000010110000010101000101010010100000101000011000000, 1, 0.0620646, 0.453939, 0.538658, 0.0842825, 1, 0.578947, 0.289474, 0.7
15, 1100000001011000001010100101000001000011011000110101001010000010, 1, 0.0410808, 0.495152, 0.832715, 0.316629, 1, 0.684211, 0.447368, 0.55
16, 1011000010111010010010101000101010011110110101010000100010001000, 1, 0.0453758, 0.554949, 0.772528, 0.653759, 1, 0.578947, 0.526316, 0.6
17, 1100001011000000011010100101000001001010010100001100000011000000, 1, 0.0524, 0.43899, 0.674093, 0, 1, 0.684211, 0.394737, 0.55
18, 0010001001011000010000001100000001101010010100000110101001010000, 1, 0.0518949, 0.455556, 0.681171, 0.0933941, 1, 0.789474, 0.421053, 0.6
19, 1100000001010000110000000101100001101010010100000100101001010000, 1, 0.0617677, 0.439798, 0.542819, 0.00455581, 1, 0.631579, 0.368421, 0.65
20, 1011000001010000010010100101000011000000010110000010101001010000, 1, 0.0525152, 0.462828, 0.67248, 0.134396, 1, 0.736842, 0.421053, 0.65
21, 0101000011000000010110000010101001010000110000001100000001101010, 1, 0.0461455, 0.456768, 0.761742, 0.100228, 1, 0.526316, 0.289474, 0.65
22, 1100000001011000001010100010101010001010011010100101000000100010, 1, 0.0374848, 0.485859, 0.883107, 0.264237, 1, 0.631579, 0.421053, 0.65
23, 1011010101000010001000101100000001011000001010100101000011000000, 1, 0.0538525, 0.508081, 0.653738, 0.389522, 1, 0.684211, 0.421053, 0.55
24, 1010110000101110100100101010001010101100001011101001001010100010, 1, 0.0509253, 0.616364, 0.69476, 1, 1, 0.526316, 0.526316, 0.55
25, 0110101010110100011100100101100001010000001010100101000001010000, 1, 0.0484606, 0.497576, 0.729298, 0.330296, 1, 0.578947, 0.421053, 0.7
26, 1001010010100001100000001011000001010100010101010010100001100000, 1, 0.0626141, 0.552121, 0.530957, 0.637813, 1, 0.684211, 0.421053, 0.6
27, 0001011010010100001100000011000000011010100000001011000010110000, 1, 0.0378525, 0.540808, 0.877955, 0.574032, 1, 0.684211, 0.368421, 0.65
28, 0101000011000000010110000010101000101010010010100101000011000000, 1, 0.037602, 0.466061, 0.881465, 0.15262, 1, 0.578947, 0.315789, 0.7
29, 1000001010000010100000100101001010000110000100001100000001011000, 1, 0.0382323, 0.490707, 0.872633, 0.291572, 1, 0.736842, 0.368421, 0.65
30, 0101000011000000110000000110101001010000110000000101100011000000, 1, 0.0422667, 0.446263, 0.816097, 0.0410023, 1, 0.578947, 0.289474, 0.7
31, 0101100000101010001010100010101001010000010100001100000001011000, 1, 0.0291434, 0.468889, 1, 0.168565, 1, 0.526316, 0.315789, 0.6
32, 0100101001010000110000000101100000101010001010101000101010110000, 1, 0.0339818, 0.495556, 0.932197, 0.318907, 1, 0.631579, 0.394737, 0.7
33, 0100101000011000001010100101000001010000110000000101100000101010, 1, 0.0387152, 0.465253, 0.865866, 0.148064, 1, 0.578947, 0.315789, 0.65
34, 0101000001001010010100001100000001011000001010100010101001001010, 1, 0.0516081, 0.486667, 0.685191, 0.268793, 1, 0.631579, 0.368421, 0.55
35, 0101000101010000001010100110101001010000010100000101000001001010, 1, 0.0424929, 0.449091, 0.812926, 0.0569476, 1, 0.578947, 0.342105, 0.6
36, 0010101000101010100000100110101001010000010110100101000011000000, 1, 0.0364808, 0.477374, 0.897177, 0.216401, 1, 0.684211, 0.421053, 0.7
37, 0101000001001010010100000110101001010000010010100101000011000000, 1, 0.0746182, 0.450707, 0.362738, 0.0660592, 1, 0.578947, 0.315789, 0.65
38, 0000001101010010100000101000001001010010100000110101001010000010, 1, 0.0463758, 0.510101, 0.758514, 0.400911, 1, 0.789474, 0.421053, 0.65
39, 0100100011000000011010100101000001101010010100001011000010000010, 1, 0.0399758, 0.470909, 0.848201, 0.179954, 1, 0.684211, 0.394737, 0.65
40, 1100000101010000001010100110101001010000010100000101000001001010, 1, 0.0407172, 0.452727, 0.837811, 0.0774487, 1, 0.578947, 0.368421, 0.6
41, 0110101001010000010010100101000011000000010110000100100011000000, 1, 0.0583051, 0.43899, 0.591343, 0, 1, 0.684211, 0.368421, 0.75
42, 0001100000001010101010100010000000110000101110100100101010001010, 1, 0.0298646, 0.522222, 0.989893, 0.469248, 1, 0.578947, 0.368421, 0.75
43, 0101010001010100101000001010000010010100101000011000000010110000, 1, 0.0613657, 0.554949, 0.548453, 0.653759, 1, 0.684211, 0.368421, 0.75
44, 0000101000001010000010100001100000001011000001010100101000011000, 1, 0.0479677, 0.517778, 0.736206, 0.444191, 1, 0.631579, 0.289474, 0.6
45, 0011001001101010010100000100101001010000110000001000101010100010, 1, 0.0580242, 0.486263, 0.595278, 0.266515, 1, 0.631579, 0.394737, 0.6
46, 0101000011000000010110000010101001010000110000010010100001100000, 1, 0.0426263, 0.472525, 0.811058, 0.189066, 1, 0.631579, 0.315789, 0.75
47, 0000001001010000110000001100000001101010101101010100001000100010, 1, 0.0465859, 0.492727, 0.75557, 0.302961, 1, 0.842105, 0.447368, 0.65
48, 0010101001010000010100001100000001011000001010100101000011000000, 1, 0.0386081, 0.466465, 0.867367, 0.154897, 1, 0.736842, 0.368421, 0.65
49, 0101000001001010010100001100000001011000110000001100000001101010, 1, 0.0554202, 0.459192, 0.63177, 0.113895, 1, 0.578947, 0.315789, 0.55
50, 1011000001010100101000000101000001001010010100001100000001011000, 1, 0.0631657, 0.467273, 0.523228, 0.159453, 1, 0.631579, 0.368421, 0.5
51, 0101100000101010010100000100101001010000110000000101100000101010, 1, 0.0722586, 0.474949, 0.395804, 0.202733, 1, 0.421053, 0.263158, 0.7
52, 1100011000000011010100101000001001010011010100101000001001010010, 1, 0.0577798, 0.518586, 0.598703, 0.448747, 1, 0.631579, 0.447368, 0.5
53, 1000001010100010101000100101001010000110000000101010101010001000, 1, 0.0581394, 0.534343, 0.593664, 0.537585, 1, 0.736842, 0.447368, 0.6
54, 1011000000101010010100000101000011000010010110000010101001010000, 1, 0.0619192, 0.491515, 0.540696, 0.296128, 1, 0.684211, 0.421053, 0.65
55, 0101100001100010101110100100101010001010011010100101000001001010, 1, 0.048301, 0.494343, 0.731535, 0.312073, 1, 0.473684, 0.421053, 0.6
56, 0100001100000001011000001010100001101010101101010100001000100010, 1, 0.056398, 0.532323, 0.618068, 0.526196, 1, 0.684211, 0.421053, 0.6
57, 1000101010110000101110100100101010001010010100001100000001011000, 1, 0.0508788, 0.489899, 0.695411, 0.287016, 1, 0.526316, 0.421053, 0.6
58, 0001001010010100001100000101100000101000001001010010100001100000, 1, 0.0558263, 0.523838, 0.626079, 0.47836, 1, 0.736842, 0.368421, 0.65
59, 0010100000100101001010000110000000101100001000101000001001010010, 1, 0.0505636, 0.533131, 0.699827, 0.530752, 1, 0.736842, 0.368421, 0.7
60, 0110000001011000001010100101000001001010010100001100000001011000, 1, 0.0557556, 0.444242, 0.62707, 0.0296128, 1, 0.684211, 0.368421, 0.55
61, 0101000011000000010110000110101001010000010010100101000011000000, 1, 0.0703455, 0.446667, 0.422614, 0.0432802, 1, 0.578947, 0.315789, 0.7
62, 0000001011000010110000000110101001010000010010100101000011000000, 1, 0.0604545, 0.451919, 0.561221, 0.0728929, 1, 0.736842, 0.368421, 0.7
63, 1001010000110000001100000001101010101101010100001000100010110000, 1, 0.0734929, 0.543232, 0.378507, 0.587699, 1, 0.631579, 0.421053, 0.6
64, 0101000011000000010110001100000001101010010100000100101001100010, 1, 0.0588707, 0.448283, 0.583416, 0.0523918, 1, 0.631579, 0.368421, 0.65
65, 0100101001010000110000001100000001010000110000000101100001101010, 1, 0.0682949, 0.451919, 0.451349, 0.0728929, 1, 0.578947, 0.315789, 0.65
66, 1000101001101010010100000010001010100010001100100110101001010000, 1, 0.0519394, 0.510909, 0.680548, 0.405467, 1, 0.631579, 0.447368, 0.65
67, 1000001001101010010100000101101001010000110000001100000001101010, 1, 0.0578869, 0.470505, 0.597203, 0.177677, 1, 0.578947, 0.394737, 0.5
68, 0110101001010000010010100101000011000000010110000010101000101010, 1, 0.0560505, 0.469697, 0.622937, 0.173121, 1, 0.684211, 0.421053, 0.7
69, 0000010101001101010010100000101000001010000010010100101000011000, 1, 0.0743131, 0.533131, 0.367013, 0.530752, 1, 0.421053, 0.236842, 0.65
70, 0101100000101010110000000101100000010001000101001010101001100010, 1, 0.0497111, 0.518586, 0.711774, 0.448747, 1, 0.526316, 0.342105, 0.6
71, 0010001001010000110000000101100000101010011010100101000001010000, 1, 0.0588121, 0.466869, 0.584237, 0.157175, 1, 0.736842, 0.394737, 0.7
72, 0110101010110101010000100010001011000000110000000101100011000000, 1, 0.0612263, 0.501212, 0.550406, 0.350797, 1, 0.578947, 0.368421, 0.7
73, 1100000001011000001010100110101010110100011100100101100001001000, 1, 0.0381818, 0.487071, 0.87334, 0.271071, 1, 0.526316, 0.447368, 0.6
74, 0101100001001000110000000110101001010000011010100101000010110000, 1, 0.0528545, 0.473333, 0.667724, 0.193622, 1, 0.526316, 0.342105, 0.7
75, 0010001010100010001100100110101001010000010010100101000011000000, 1, 0.0534323, 0.47697, 0.659627, 0.214123, 1, 0.789474, 0.447368, 0.7
76, 1100000001011000001010100110101010110100011100100101100001010000, 1, 0.0490162, 0.487475, 0.721513, 0.273349, 1, 0.578947, 0.473684, 0.65
77, 0010101001010000010100000100101001010000110000000101100000101010, 1, 0.0537859, 0.457576, 0.654673, 0.104784, 1, 0.578947, 0.315789, 0.7
78, 0101000011000000010110000010101011000000010110000010101000101010, 1, 0.0464768, 0.478182, 0.757099, 0.220957, 1, 0.578947, 0.342105, 0.7
79, 0110010011010100101000001011000001010101001010000110000001100000, 1, 0.0711333, 0.539596, 0.411573, 0.567198, 1, 0.736842, 0.447368, 0.65
80, 0010100000100101001010000110000000101100000101010010100001100000, 1, 0.0667434, 0.542424, 0.473091, 0.583144, 1, 0.736842, 0.368421, 0.75
81, 0010101001010000011010100101000001001010010100001100000001011000, 1, 0.0517798, 0.442626, 0.682785, 0.0205011, 1, 0.684211, 0.394737, 0.55
82, 0100101010001010011010100101000001001010010100001100000001001000, 1, 0.0689152, 0.452323, 0.442658, 0.0751708, 1, 0.578947, 0.342105, 0.55
83, 1100000001011000011000101011101001001010100010100110101001010000, 1, 0.0458828, 0.490707, 0.765422, 0.291572, 1, 0.631579, 0.5, 0.45
84, 0110101001010000010010100101000011000000010110000010101001010000, 1, 0.0526424, 0.457576, 0.670696, 0.104784, 1, 0.736842, 0.421053, 0.7
85, 1001010000010110000100100000101010010100001100000011000000011010, 7.75, 7.75, 32, 1.48474e-76, 9.16443e-72, 9.16443e-72, 1.4844e-76, 9.16443e-72, 1.39838e-76
86, 0101000001011000010010000101000011000000010110000010101000101010, 7.75, 7.75, 32, 0, 0, 0, 0, 0, 0
87, 0010001011000000110000000101100011000000110000000110101001011000, 7.75, 7.75, 32, 0, 0, 0, 0, 0, 0
88, 1011010101000010001000100110101001010000010010100101000011000000, 7.75, 7.75, 32, 0, 0, 0, 0, 0, 0
89, 1001010000010110000010101001100010101110100100101010001010011010, 7.75, 7.75, 32, 0.00435556, 0.0286869, 1, 0, 0.875, 0.684211
90, 1000100010110000010100001100000001011000001010100010101001010000, 7.75, 7.75, 32, 0.0114808, 0.0311111, 0, 0.75, 0.75, 0.473684
91, 1011010101000010001000100100101000001001010010001010000010010100, 7.75, 7.75, 32, 0.0067899, 0.0290909, 0.65835, 0.125, 0.75, 0.578947
92, 1000100101000000100010101000100011001001101010010100000101100000, 7.75, 7.75, 32, 0.00765051, 0.0311111, 0.537567, 0.75, 0.75, 0.526316
93, 1100000010001010011010100101000000100010101000100011000000010110, 7.75, 7.75, 32, 7.75, 32, 1.48474e-76, 1.4844e-76, 1.4844e-76, 1.48441e-76
94, 0101001010000110000000101100000101010110000000101100001001010000, 7.75, 7.75, 32, 7.75, 32, 0, 0, 0, 0
95, 0010100101000011000000010110000010101011000000010110001001010000, 7.75, 7.75, 32, 7.75, 32, 0, 0, 0, 0
96, 0001101010010100001011101001001010001010100101000011000000110000, 7.75, 7.75, 32, 7.75, 32, 0, 0, 0, 0
97, 1010110101010000100010001001010000110000000101100000101010001010, 7.75, 7.75, 32, 7.75, 32, 0.00435556, 0.0286869, 1, 0
98, 0000101010010100001011101001001010011000101011101001001010100010, 7.75, 7.75, 32, 7.75, 32, 0.0114808, 0.0311111, 0, 0.75
99, 0011000000110000000101100000101010010100001011101001001010010100, 7.75, 7.75, 32, 7.75, 32, 0.0067899, 0.0290909, 0.65835, 0.125
100, 1100001011101001001010100010101001111011010101000010001000100101, 7.75, 7.75, 32, 7.75, 32, 0.00765051, 0.0311111, 0.537567, 0.75
